gene_name,gene_id,num_codewords,num_probesets,protein_name,location,cell_type,cellchat_pathway
Mapk14,ENSMUSG00000053436,2,2,Mitogen-activated protein kinase 14 (MAP kinase 14) (MAPK 14),Cytoplasm,,
Mapk3,ENSMUSG00000063065,2,2,Mitogen-activated protein kinase 3 (MAP kinase 3) (MAPK 3),Cytoplasm,,
Mapk7,ENSMUSG00000001034,2,2,Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7),Cytoplasm,,
Mapk8,ENSMUSG00000021936,2,2,Mitogen-activated protein kinase 8 (MAP kinase 8) (MAPK 8),Cytoplasm,,
Mapk8ip1,ENSMUSG00000027223,3,2,C-Jun-amino-terminal kinase-interacting protein 1 (JIP-1) (JNK-interacting protein 1) (Islet-brain-1) (IB-1) (JNK MAP kinase scaffold protein 1) (Mitogen-activated protein kinase 8-interacting protein 1),Cytoplasm,,
Mapk8ip2,ENSMUSG00000022619,3,2,C-Jun-amino-terminal kinase-interacting protein 2 (JIP-2) (JNK-interacting protein 2) (Islet-brain-2) (IB-2) (JNK MAP kinase scaffold protein 2) (Mitogen-activated protein kinase 8-interacting protein 2),Cytoplasm,,
Mapk9,ENSMUSG00000020366,2,2,Mitogen-activated protein kinase 9 (MAP kinase 9) (MAPK 9),Cytoplasm,,
Mapkap1,ENSMUSG00000038696,2,2,Target of rapamycin complex 2 subunit MAPKAP1 (TORC2 subunit MAPKAP1) (Mitogen-activated protein kinase 2-associated protein 1) (Stress-activated map kinase-interacting protein 1) (SAPK-interacting protein 1),Cell membrane,,
Mapkapk2,ENSMUSG00000016528,2,2,MAP kinase-activated protein kinase 2 (MAPK-activated protein kinase 2) (MAPKAP kinase 2) (MAPKAP-K2) (MAPKAPK-2) (MK-2) (MK2),Cytoplasm;Nucleus,Sertoli cell,
Mapre1,ENSMUSG00000027479,2,2,Microtubule-associated protein RP/EB family member 1 (APC-binding protein EB1) (End-binding protein 1) (EB1),Cytoplasm,,
Mapre2,ENSMUSG00000024277,3,2,Microtubule-associated protein RP/EB family member 2 (APC-binding protein EB2) (End-binding protein 2) (EB2),Cytoplasm,,
Mapt,ENSMUSG00000018411,2,2,Microtubule-associated protein tau (Neurofibrillary tangle protein) (Paired helical filament-tau) (PHF-tau),Cytoplasm,neural cell;neuron;corticothalamic-projecting glutamatergic cortical neuron,
March2,ENSMUSG00000079557,2,2,,,,
March5,ENSMUSG00000023307,2,2,,,,
Marcks,ENSMUSG00000069662,2,2,Myristoylated alanine-rich C-kinase substrate (MARCKS),Cytoplasm,glioblast;hypendymal cell;central nervous system macrophage;microglial cell;vascular leptomeningeal cell;hepatic stellate cell;mesothelial fibroblast;neural progenitor cell,
Marcksl1,ENSMUSG00000047945,2,2,MARCKS-related protein (Brain protein F52) (MARCKS-like protein 1) (Macrophage myristoylated alanine-rich C kinase substrate) (Mac-MARCKS) (MacMARCKS),Cytoplasm,mesothelial cell;skeletal muscle fiber;hepatic stellate cell;mesenchymal cell,
Marco,ENSMUSG00000026390,2,2,Macrophage receptor MARCO (Macrophage receptor with collagenous structure),Cell membrane,endothelial cell of lymphatic vessel;alveolar macrophage;lung macrophage,UGRP1
Mark2,ENSMUSG00000024969,2,2,Serine/threonine-protein kinase MARK2,Cell membrane,,
Mark3,ENSMUSG00000007411,2,2,MAP/microtubule affinity-regulating kinase 3,Cell membrane,,
Marveld2,ENSMUSG00000021636,2,2,MARVEL domain-containing protein 2 (Tricellulin),Cell membrane,,
Mas1,ENSMUSG00000068037,2,2,Proto-oncogene Mas,Cell membrane,,AGT
Mast2,ENSMUSG00000003810,2,2,Microtubule-associated serine/threonine-protein kinase 2,Membrane,,
Mast3,ENSMUSG00000031833,2,2,Microtubule-associated serine/threonine-protein kinase 3,Cytoplasm,,
Matn1,ENSMUSG00000040533,2,2,Cartilage matrix protein (Matrilin-1),Secreted,,
Mavs,ENSMUSG00000037523,2,2,Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Virus-induced-signaling adapter) (VISA),Mitochondrion outer membrane,,
Max,ENSMUSG00000059436,2,2,Protein max (Myc-associated factor X) (Myc-binding novel HLH/LZ protein) (Protein myn),Nucleus;Cell projection,,
Maz,ENSMUSG00000030678,2,2,Myc-associated zinc finger protein (MAZI) (Pur-1) (Purine-binding transcription factor),Nucleus,,
Mbd2,ENSMUSG00000024513,2,2,Methyl-CpG-binding domain protein 2 (Methyl-CpG-binding protein MBD2),Nucleus,,
Mbd3,ENSMUSG00000035478,2,2,Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3),Nucleus,mesothelial cell;skeletal muscle fiber;mesenchymal cell,
Mbd5,ENSMUSG00000036792,2,2,Methyl-CpG-binding domain protein 5 (Methyl-CpG-binding protein MBD5),Nucleus,,
Mbl1,ENSMUSG00000037780,2,2,Mannose-binding protein A (MBP-A) (Mannan-binding protein) (Ra-reactive factor polysaccharide-binding component p28B) (RaRF p28B),Secreted,,
Mbl2,ENSMUSG00000024863,2,2,Mannose-binding protein C (MBP-C) (Mannan-binding protein) (RA-reactive factor P28A subunit) (RARF/P28A),Secreted,hepatocyte,
Mbnl1,ENSMUSG00000027763,2,2,Muscleblind-like protein 1 (Triplet-expansion RNA-binding protein),Nucleus,"phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;professional antigen presenting cell;dendritic cell;plasmacytoid dendritic cell;conventional dendritic cell;alpha-beta T cell;mature alpha-beta T cell;CD4-positive, alpha-beta T cell;CD8-positive, alpha-beta T cell;effector CD8-positive, alpha-beta T cell",
Mboat1,ENSMUSG00000038732,2,2,Lysophospholipid acyltransferase 1 (LPLAT 1),Membrane,,
Mboat7,ENSMUSG00000035596,3,2,Lysophospholipid acyltransferase 7 (LPLAT 7),Endoplasmic reticulum membrane,,
Mbtd1,ENSMUSG00000059474,2,2,MBT domain-containing protein 1,Nucleus,,
Mc1r,ENSMUSG00000074037,2,2,Melanocyte-stimulating hormone receptor (MSH-R) (Melanocortin receptor 1) (MC1-R),Cell membrane,,MELANOCORTIN
Mc3r,ENSMUSG00000038537,2,2,Melanocortin receptor 3 (MC3-R),Cell membrane,,MELANOCORTIN
Mc4r,ENSMUSG00000047259,2,2,Melanocortin receptor 4 (MC4-R),Cell membrane,,MELANOCORTIN
Mc5r,ENSMUSG00000007480,2,2,Melanocortin receptor 5 (MC5-R),Cell membrane,,MELANOCORTIN
Mcam,ENSMUSG00000032135,2,2,Cell surface glycoprotein MUC18 (Gicerin) (Melanoma cell adhesion molecule) (Melanoma-associated antigen MUC18) (CD antigen CD146),Membrane,smooth muscle cell of the pulmonary artery;cardiac neuron;vascular leptomeningeal cell;mesothelial fibroblast;mesangial cell,ncWNT
Mcl1,ENSMUSG00000038612,2,1,Induced myeloid leukemia cell differentiation protein Mcl-1 homolog (Bcl-2-related protein EAT/mcl1),Membrane,alveolar macrophage;conventional dendritic cell,
Mcm2,ENSMUSG00000002870,2,2,DNA replication licensing factor MCM2,Nucleus,erythroblast,
Mcph1,ENSMUSG00000039842,2,2,Microcephalin,Cytoplasm,,
Mctp2,ENSMUSG00000032776,3,3,Multiple C2 and transmembrane domain-containing protein 2,Membrane,plasmacytoid dendritic cell,
Mcu,ENSMUSG00000009647,2,2,"Calcium uniporter protein, mitochondrial",Mitochondrion inner membrane,,
Mcub,ENSMUSG00000027994,2,2,"Calcium uniporter regulatory subunit MCUb, mitochondrial (MCUb) (Coiled-coil domain-containing protein 109B)",Mitochondrion inner membrane,plasmacytoid dendritic cell;CD141-positive myeloid dendritic cell;myeloid dendritic cell,
Mcur1,ENSMUSG00000021371,2,2,"Mitochondrial calcium uniporter regulator 1 (MCU regulator 1) (Coiled-coil domain-containing protein 90A, mitochondrial)",Mitochondrion inner membrane,,
Mdk,ENSMUSG00000027239,2,2,Midkine (MK) (Retanoic acid-responsive protein) (Retinoic acid-induced differentiation factor),Secreted,mesothelial cell;skeletal muscle fiber;vascular associated smooth muscle cell;aortic smooth muscle cell;stromal cell of ovary;interstitial cell of ovary;mesenchymal cell,
Mdm2,ENSMUSG00000020184,2,2,E3 ubiquitin-protein ligase Mdm2,Nucleus,,
Mdm4,ENSMUSG00000054387,2,2,Protein Mdm4 (Double minute 4 protein) (Mdm2-like p53-binding protein) (Protein Mdmx) (p53-binding protein Mdm4),Nucleus,,
Mdp1,ENSMUSG00000002329,2,2,Magnesium-dependent phosphatase 1 (MDP-1),,,
Me1,ENSMUSG00000032418,2,2,NADP-dependent malic enzyme (NADP-ME),Cytoplasm,Sertoli cell;Leydig cell,
Meaf6,ENSMUSG00000028863,2,2,Chromatin modification-related protein MEAF6 (MYST/Esa1-associated factor 6) (Esa1-associated factor 6 homolog) (Protein EAF6 homolog),Nucleus,,
Mecom,ENSMUSG00000027684,2,2,Histone-lysine N-methyltransferase MECOM,Nucleus,kidney collecting duct epithelial cell;kidney collecting duct principal cell;renal principal cell;renal intercalated cell;renal alpha-intercalated cell;endothelial stalk cell;macula densa epithelial cell;kidney loop of Henle ascending limb epithelial cell;kidney loop of Henle thick ascending limb epithelial cell;kidney loop of Henle medullary thick ascending limb epithelial cell;kidney loop of Henle cortical thick ascending limb epithelial cell;kidney loop of Henle thin ascending limb epithelial cell;kidney connecting tubule epithelial cell;kidney loop of Henle epithelial cell;kidney collecting duct cell,
Mecp2,ENSMUSG00000031393,2,2,Methyl-CpG-binding protein 2 (MeCp-2 protein) (MeCp2),Nucleus,,
Med1,ENSMUSG00000018160,2,2,Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1) (Peroxisome proliferator-activated receptor-binding protein) (PBP) (PPAR-binding protein) (Thyroid hormone receptor-associated protein complex 220 kDa component) (Trap220) (Thyroid receptor-interacting protein 2) (TR-interacting protein 2) (TRIP-2),Nucleus,,
Med12,ENSMUSG00000079487,2,2,Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (OPA-containing protein) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230) (Trinucleotide repeat-containing gene 11 protein),Nucleus,,
Med14,ENSMUSG00000064127,2,2,Mediator of RNA polymerase II transcription subunit 14 (Cofactor required for Sp1 transcriptional activation subunit 2) (CRSP complex subunit 2) (Mediator complex subunit 14) (Thyroid hormone receptor-associated protein complex 170 kDa component) (Trap170),Nucleus,,
Med15,ENSMUSG00000012114,2,2,Mediator of RNA polymerase II transcription subunit 15 (Mediator complex subunit 15) (Positive cofactor 2 glutamine/Q-rich-associated protein) (PC2 glutamine/Q-rich-associated protein) (mPcqap),Cytoplasm,,
Med21,ENSMUSG00000030291,2,2,Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21) (RNA polymerase II holoenzyme component SRB7) (RNAPII complex component SRB7),Nucleus,naive T cell,
Med24,ENSMUSG00000017210,2,2,Mediator of RNA polymerase II transcription subunit 24 (Mediator complex subunit 24) (Thyroid hormone receptor-associated protein 4) (Thyroid hormone receptor-associated protein complex 100 kDa component) (Trap100) (mTRAP100),Nucleus,,
Med6,ENSMUSG00000002679,2,2,Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6),Nucleus,,
Medag,ENSMUSG00000029659,2,2,Mesenteric estrogen-dependent adipogenesis protein (Activated in W/Wv mouse stomach 3) (mAWMS3) (Mesenteric estrogen-dependent adipose 4) (MEDA-4),Cytoplasm,smooth muscle cell of prostate;fibroblast;pancreatic stellate cell;fibroblast of connective tissue of prostate,
Mef2a,ENSMUSG00000030557,2,2,Myocyte-specific enhancer factor 2A,Nucleus,phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;professional antigen presenting cell,
Mef2c,ENSMUSG00000005583,1,1,Myocyte-specific enhancer factor 2C (Myocyte enhancer factor 2C),Nucleus,pvalb GABAergic cortical interneuron;L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L5 extratelencephalic projecting glutamatergic cortical neuron;glutamatergic neuron;L2/3-6 intratelencephalic projecting glutamatergic cortical neuron;L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex;L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex,
Mef2d,ENSMUSG00000001419,2,2,Myocyte-specific enhancer factor 2D,Nucleus,,
Megf11,ENSMUSG00000036466,2,2,Multiple epidermal growth factor-like domains protein 11 (Multiple EGF-like domains protein 11),Cell membrane,neuron associated cell (sensu Vertebrata);oligodendrocyte precursor cell;cerebellar Golgi cell;granule cell;cerebellar granule cell,
Mei4,ENSMUSG00000043289,2,2,Meiosis-specific protein MEI4,Chromosome,,
Meiob,ENSMUSG00000024155,2,2,Meiosis-specific with OB domain-containing protein,Cytoplasm,,
Meis1,ENSMUSG00000020160,2,2,Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1),Nucleus,stromal cell of ovary;interstitial cell of ovary;mesenchymal cell,
Meis2,ENSMUSG00000027210,2,2,Homeobox protein Meis2 (Meis1-related protein 1),Nucleus,vasa recta descending limb cell;kidney efferent arteriole endothelial cell;kidney capillary endothelial cell;fenestrated cell;glomerular endothelial cell;medium spiny neuron;meis2 expressing cortical GABAergic cell,
Meis3,ENSMUSG00000041420,2,2,Homeobox protein Meis3 (Meis1-related protein 2),Nucleus,,
Memo1,ENSMUSG00000058704,2,2,Protein MEMO1 (Mediator of ErbB2-driven cell motility 1) (Memo-1),,,
Men1,ENSMUSG00000024947,2,2,Menin,Nucleus,,
Meox1,ENSMUSG00000001493,2,2,Homeobox protein MOX-1 (Mesenchyme homeobox 1),Nucleus,fenestrated cell;muscle cell;cell of skeletal muscle;fibroblast of cardiac tissue,
Meox2,ENSMUSG00000036144,2,2,Homeobox protein MOX-2 (Growth arrest-specific homeobox) (Mesenchyme homeobox 2),Nucleus,mesenchymal stem cell;endothelial cell of coronary artery;endothelial cell of artery;cardiac endothelial cell;adventitial cell,
Mep1a,ENSMUSG00000023914,2,2,Meprin A subunit alpha,Membrane,ciliated epithelial cell;enterocyte;enterocyte of epithelium of large intestine;epithelial cell of proximal tubule;kidney proximal straight tubule epithelial cell;columnar/cuboidal epithelial cell;brush cell;epithelial cell of large intestine;kidney epithelial cell;kidney cortex tubule cell;epithelial cell of nephron;kidney cell,
Mep1b,ENSMUSG00000024313,2,2,Meprin A subunit beta,Cell membrane,,
Mepe,ENSMUSG00000053863,2,2,Matrix extracellular phosphoglycoprotein (Osteoblast/osteocyte factor 45) (OF45) (Osteoregulin),Secreted,,
Mertk,ENSMUSG00000014361,2,2,Tyrosine-protein kinase Mer,Cell membrane,kidney glomerular epithelial cell;podocyte;phagocyte;macrophage;tissue-resident macrophage;central nervous system macrophage;microglial cell;professional antigen presenting cell;myeloid leukocyte;neuron associated cell;glial cell;macroglial cell;astrocyte;Bergmann glial cell;astrocyte of the cerebellum,PMCH;GAS;PROS;TULP
Mesp1,ENSMUSG00000030544,2,2,Mesoderm posterior protein 1,Nucleus,,
Mesp2,ENSMUSG00000030543,2,2,Mesoderm posterior protein 2,Nucleus,,
Mest,ENSMUSG00000051855,2,2,Mesoderm-specific transcript protein,Endoplasmic reticulum membrane,mesothelial cell;skeletal muscle fiber;cell of skeletal muscle;mesenchymal cell,
Met,ENSMUSG00000009376,2,2,Hepatocyte growth factor receptor (HGF receptor),Membrane,renal intercalated cell;renal alpha-intercalated cell,HGF
Metrnl,ENSMUSG00000039208,2,2,Meteorin-like protein (Subfatin),Secreted,Kupffer cell;classical monocyte;non-classical monocyte;intermediate monocyte,
Mettl14,ENSMUSG00000028114,2,2,N6-adenosine-methyltransferase non-catalytic subunit (Methyltransferase-like protein 14),Nucleus,,
Mettl21c,ENSMUSG00000047343,2,2,Protein-lysine methyltransferase METTL21C,Nucleus,,
Mettl3,ENSMUSG00000022160,2,2,N6-adenosine-methyltransferase subunit METTL3,Nucleus,,
Mettl7b,ENSMUSG00000025347,3,2,,,intestinal crypt stem cell;enterocyte;enterocyte of epithelium of large intestine;hepatocyte;intestinal epithelial cell;epithelial cell of large intestine,
Mfap5,ENSMUSG00000030116,2,2,Microfibrillar-associated protein 5 (MFAP-5) (Microfibril-associated glycoprotein 2) (MAGP-2),Secreted,stem cell;mesenchymal stem cell;mesenchymal stem cell of adipose tissue;connective tissue cell;fibroblast;pulmonary interstitial fibroblast;pancreatic stellate cell;fibroblast of cardiac tissue;fibroblast of lung;fibroblast of connective tissue of prostate;stromal cell;adventitial cell,
Mfn1,ENSMUSG00000027668,2,2,Mitofusin-1,Mitochondrion outer membrane,,
Mfn2,ENSMUSG00000029020,2,2,Mitofusin-2,Mitochondrion outer membrane,cardiac muscle cell,
Mfrp,ENSMUSG00000034739,2,2,Membrane frizzled-related protein (Membrane-type frizzled-related protein),Apical cell membrane,,
Mfsd2a,ENSMUSG00000028655,2,2,Sodium-dependent lysophosphatidylcholine symporter 1 (NLS1) (Sodium-dependent LPC symporter 1) (Major facilitator superfamily domain-containing protein 2A) (Mfsd2a),Cell membrane,squamous epithelial cell;blood vessel endothelial cell;endothelial stalk cell;endothelial cell;endothelial cell of vascular tree,
Mfsd2b,ENSMUSG00000037336,2,2,Sphingosine-1-phosphate transporter MFSD2B (Major facilitator superfamily domain-containing protein 2B) (mMfsd2b),Cell membrane,,
Mia,ENSMUSG00000089661,2,2,Melanoma-derived growth regulatory protein (Cartilage-derived retinoic acid-sensitive protein) (CD-RAP) (Melanoma inhibitory activity protein),Secreted,ependymal cell;duct epithelial cell;seminal vesicle glandular cell;type II pneumocyte;urethra urothelial cell;basal cell of prostate epithelium;epithelial cell of urethra,
Mia2,ENSMUSG00000021000,2,2,Melanoma inhibitory activity protein 2 (CTAGE family member 5 ER export factor),Endoplasmic reticulum membrane,,
Mib1,ENSMUSG00000024294,2,2,E3 ubiquitin-protein ligase MIB1,Cytoplasm,,
Micu1,ENSMUSG00000020111,2,2,"Calcium uptake protein 1, mitochondrial (Calcium-binding atopy-related autoantigen 1 homolog)",Mitochondrion inner membrane,,
Micu2,ENSMUSG00000021973,2,2,"Calcium uptake protein 2, mitochondrial (EF-hand domain-containing family member A1)",Mitochondrion intermembrane space,,
Miga1,ENSMUSG00000054942,2,2,Mitoguardin 1 (Protein FAM73A),Mitochondrion outer membrane,,
Miga2,ENSMUSG00000026858,2,2,Mitoguardin 2 (Protein FAM73B),Mitochondrion outer membrane,,
Minar2,ENSMUSG00000050875,2,2,Major intrinsically disordered NOTCH2-binding receptor 1-like homolog (Major intrinsically disordered NOTCH2-associated receptor 2) (Membrane integral NOTCH2-associated receptor 2),Lysosome membrane,,
Mindy1,ENSMUSG00000038712,2,2,Ubiquitin carboxyl-terminal hydrolase MINDY-1,,renal intercalated cell;renal beta-intercalated cell;renal alpha-intercalated cell,
Mip,ENSMUSG00000025389,2,2,Lens fiber major intrinsic protein (Aquaporin-0) (MIP26) (MP26),Cell membrane,,
Misp,ENSMUSG00000035852,2,2,Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein),Cell junction,,
Mitf,ENSMUSG00000035158,2,2,Microphthalmia-associated transcription factor,Nucleus,,
Mixl1,ENSMUSG00000026497,2,2,Homeobox protein MIXL1 (Homeodomain protein MIX) (mMix) (MIX1 homeobox-like protein 1) (Mix.1 homeobox-like protein),Nucleus,,
Mki67,ENSMUSG00000031004,2,2,Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67 homolog) (Antigen KI-67 homolog) (Antigen Ki67 homolog),Chromosome,immature alpha-beta T cell;immature NK T cell;erythroblast;hematopoietic precursor cell;myeloid lineage restricted progenitor cell;granulocytopoietic cell,
Mkks,ENSMUSG00000027274,2,2,Molecular chaperone MKKS (McKusick-Kaufman/Bardet-Biedl syndromes putative chaperonin) (Protein Bbs6 homolog),Cytoplasm,,
Mkln1,ENSMUSG00000025609,2,2,Muskelin,Cytoplasm,,
Mknk1,ENSMUSG00000028708,2,2,MAP kinase-interacting serine/threonine-protein kinase 1,,,
Mknk2,ENSMUSG00000020190,2,2,MAP kinase-interacting serine/threonine-protein kinase 2,Cytoplasm,,
Mkx,ENSMUSG00000061013,2,2,Homeobox protein Mohawk,Nucleus,,
Mlc1,ENSMUSG00000035805,2,2,Membrane protein MLC1,Membrane,glioblast;ependymal cell,
Mlec,ENSMUSG00000048578,2,2,Malectin,Endoplasmic reticulum membrane,,
